curve_id,group,rho,fc,E28,anchor_day,n_obs,last_day,elastic_included,split,stress_ratio,stress_ratio_recorded,applied_stress_recorded_MPa,ratio_review_flag
NU01257,NU_L319,2525.0,67.5,37000.0,3.44129,13,155.205,False,train,0.148148,0.148148,10.0,False
NU01259,NU_L319,2520.0,70.0,38100.0,2.95567,15,156.65,False,train,0.142857,0.142857,10.0,False
NU01317,NU_L332,2412.0,85.0,,0.0319996,7,119.806,True,validation,0.2,0.2,17.0,False
NU01318,NU_L332,2412.0,85.0,,0.0576562,6,114.749,True,validation,0.2,0.2,17.0,False
NU01319,NU_L332,2412.0,85.0,,0.00191484,10,125.077,True,validation,0.35,0.35,29.75,False
NU01322,NU_L332,2412.0,85.0,,0.0120881,13,130.623,True,validation,0.41,0.41,34.85,False
NU01323,NU_L332,2412.0,85.0,,0.00199959,12,136.394,True,validation,0.39,0.39,33.15,False
NU01324,NU_L332,2412.0,85.0,,0.00191484,10,119.776,True,validation,0.21,0.21,17.85,False
NU01325,NU_L341,2562.82,77.7,14535.0,0.0381,15,123.002,True,test,0.4,0.4,31.08,False
NU01326,NU_L343,2300.011,59.8,,0.32094,16,59.972,True,test,0.4,0.4,23.92,False
NU01327,NU_L343,2300.011,62.1,,0.986834,15,60.2923,True,test,0.6,0.6,37.26,False
NU01328,NU_L343,2300.011,64.6,,0.294007,15,60.2712,True,test,0.7,0.7,45.22,False
NU01329,NU_L343,2300.011,64.6,,0.627397,14,29.8317,True,test,0.7,0.7,45.22,False
NU01330,NU_L343,2300.011,62.3,,0.114877,13,60.2449,True,test,0.8,0.8,49.84,False
NU01333,NU_L343,2299.974,38.4,,0.131368,12,60.0259,True,test,0.6,0.6,23.04,False
NU01334,NU_L343,2299.974,38.5,,0.08132,11,59.8471,True,test,0.7,0.7,26.95,False
NU01335,NU_L343,2299.974,38.4,,0.86789,12,60.1061,True,test,0.7,0.7,26.88,False
NU01338,NU_L343,2299.974,34.5,,0.877966,15,60.3086,True,test,0.75,0.75,25.875,False
NU01345,NU_L343,2299.995,22.8,,0.759518,11,60.5659,True,test,0.75,0.75,17.1,False
NU01350,NU_L343,2300.011,59.8,,0.0625119,14,59.9461,True,test,0.4,0.4,23.92,False
NU01353,NU_L344,2451.0,71.4,33564.0,0.800164,8,138.972,False,train,0.32,0.32,22.848,False
NU01354,NU_L344,2451.0,85.2,34610.0,3.0888,9,149.807,False,train,0.32,0.32,27.264,False
NU01355,NU_L344,2451.0,87.9,34782.0,3.74125,8,136.687,False,train,0.32,0.32,28.128,False
NU01356,NU_L344,2451.0,82.3,41627.0,0.753364,10,132.08,False,train,0.32,0.32,26.336,False
NU01357,NU_L344,2452.0,76.3,39444.0,2.85065,11,152.685,False,train,0.32,0.32,24.416,False
NU01358,NU_L344,2452.0,74.5,39163.0,1.33835,12,149.289,False,train,0.32,0.32,23.84,False
NU01359,NU_L344,2451.5,90.7,39467.0,0.0,13,143.454,False,train,0.32,0.32,29.024,False
NU01360,NU_L344,2452.0,86.7,40597.0,0.784627,10,146.576,False,train,0.32,0.32,27.744,False
NU01361,NU_L344,2452.0,89.5,41307.0,3.19423,8,157.427,False,train,0.32,0.32,28.64,False
NU01372,NU_L352,1922.0,90.0,45000.0,0.131926,17,97.8892,False,train,0.3,0.3,20.4,False
NU01373,NU_L352,1922.0,86.0,47000.0,0.0,17,97.8892,False,train,0.3,0.3,21.0,False
NU01374,NU_L352,1922.0,44.0,20000.0,6.20737,7,133.22,False,train,0.3,0.3,11.1,False
NU01375,NU_L352,1922.0,44.0,19000.0,7.11e-15,9,140.0,False,train,0.3,0.3,10.8,False
NU01376,NU_L359,2440.75,79.8,47600.0,0.60302,13,124.391,False,validation,0.4,0.4,31.92,False
NU01377,NU_L359,2500.0,79.7,45500.0,1.36505,13,123.635,False,validation,0.4,0.4,31.88,False
NU01378,NU_L359,2440.75,79.8,47600.0,0.619195,9,95.5108,False,validation,0.4,0.4,31.92,False
NU01379,NU_L359,2500.0,79.7,45500.0,0.931677,10,96.118,False,validation,0.4,0.4,31.88,False
NU01404,NU_L373,1106.4,29.6,29800.0,0.81513,12,127.83,False,train,0.236486,0.236486,7.0,False
NU01405,NU_L373,1106.4,35.2,29800.0,0.6219,9,121.41,False,train,0.198864,0.198864,7.0,False
NU01406,NU_L373,1106.4,38.4,29800.0,0.408,9,155.95,False,train,0.182292,0.182292,7.0,False
NU01407,NU_L373,1106.4,40.0,29800.0,0.5255,9,149.84,False,train,0.175,0.175,7.0,False
NU01408,NU_L373,1106.4,44.6,29800.0,0.8966,8,122.59,False,train,0.156951,0.156951,7.0,False
NU01409,NU_L373,1106.4,45.9,29800.0,0.419,5,111.24,False,train,0.152505,0.152505,7.0,False
NU01410,NU_L373,1106.4,29.6,29800.0,6.4204,9,129.44,False,train,0.236486,0.236486,7.0,False
NU01413,NU_L373,1106.4,29.6,29800.0,6.697,9,129.46,False,train,0.236486,0.236486,7.0,False
NU01414,NU_L373,1106.4,29.6,29800.0,6.5388,9,130.63,False,train,0.236486,0.236486,7.0,False
NU01415,NU_L373,1106.4,29.6,29800.0,6.6887,9,130.16,False,train,0.236486,0.236486,7.0,False
NU01416,NU_L373,1106.4,35.2,29800.0,0.94589,12,133.89,False,train,0.198864,0.198864,7.0,False
NU01417,NU_L373,1106.4,38.4,29800.0,0.834,9,127.08,False,train,0.182292,0.182292,7.0,False
NU01418,NU_L373,1106.4,40.0,29800.0,0.0007,9,118.49,False,train,0.175,0.175,7.0,False
NU01419,NU_L373,1106.4,44.6,29800.0,0.8714,9,152.35,False,train,0.156951,0.156951,7.0,False
NU01420,NU_L373,1106.4,45.9,29800.0,1.7849,10,126.85,False,train,0.152505,0.152505,7.0,False
NU01421,NU_L373,1106.4,29.6,29800.0,0.292,8,119.62,False,train,0.236486,0.236486,7.0,False
NU01428,NU_L373,1106.4,29.6,29800.0,1.08,12,133.64,False,train,0.236486,0.236486,7.0,False
NU01429,NU_L373,1106.4,35.2,29800.0,0.0271,10,126.84,False,train,0.198864,0.198864,7.0,False
NU01430,NU_L373,1106.4,38.4,29800.0,0.0011,9,119.34,False,train,0.182292,0.182292,7.0,False
NU01431,NU_L373,1106.4,40.0,29800.0,1.0155,9,155.53,False,train,0.175,0.175,7.0,False
NU01432,NU_L373,1106.4,44.6,29800.0,0.5341,11,127.7,False,train,0.156951,0.156951,7.0,False
NU01433,NU_L373,1106.4,45.9,29800.0,2.85,7,125.15,False,train,0.152505,0.152505,7.0,False
NU01434,NU_L375,2355.0,18.3,33853.0,0.0493806,16,149.998,True,validation,0.3,0.3,5.5,False
NU01435,NU_L375,2355.0,29.0,33853.0,0.0525747,13,145.0,True,validation,0.3,0.3,8.7,False
NU01436,NU_L375,2355.0,35.9,33853.0,0.0484981,13,123.995,True,validation,0.3,0.3,10.8,False
NU01437,NU_L375,2355.0,18.3,33853.0,0.0493806,16,149.998,True,validation,0.3,0.3,5.5,False
NU01438,NU_L375,2355.0,29.0,33853.0,0.0525747,13,145.0,True,validation,0.3,0.3,8.7,False
NU01439,NU_L375,2355.0,35.9,33853.0,0.138498,13,124.085,True,validation,0.3,0.3,10.8,False
